image_index,label,average_precision
557,12,0.92668
558,12,0.87316
559,12,0.82917
560,12,0.84177
561,12,0.91862
562,12,0.84634
563,12,0.60819
564,12,0.38809
565,12,0.91673
566,12,0.52214
567,12,0.89361
568,13,0.97017
569,13,0.98937
570,13,0.9674
571,13,0.97111
572,13,0.96423
573,13,0.92076
574,13,0.96915
575,13,0.93715
576,13,0.98431
577,13,0.97987
578,13,0.97784
579,13,0.96248
580,13,0.9804
581,13,0.97777
582,13,0.95886
583,13,0.97216
584,13,0.96732
585,13,0.97161
586,13,0.98992
587,13,0.96318
588,13,0.95885
589,13,0.96651
590,13,0.98594
591,13,0.97181
592,13,0.95179
593,13,0.97316
594,13,0.81441
595,13,0.95107
596,13,0.97209
597,13,0.88591
598,13,0.96821
599,13,0.95409
600,13,0.96649
601,13,0.96871
602,13,0.95393
603,13,0.96416
604,13,0.97033
605,13,0.97327
606,14,0.87423
607,14,0.89472
608,14,0.88606
609,14,0.91209
610,14,0.90968
611,14,0.88296
612,14,0.89161
613,14,0.88621
614,14,0.90376
615,14,0.82361
616,14,0.90358
617,14,0.90136
618,14,0.89322
619,14,0.8917
620,14,0.91977
621,14,0.87093
622,14,0.92133
623,14,0.88359
624,14,0.89871
625,14,0.91057
626,14,0.89559
627,14,0.80496
628,14,0.89659
629,14,0.93582
630,14,0.85588
631,14,0.93285
632,14,0.85167
633,14,0.93334
634,14,0.89854
635,14,0.88741
636,14,0.86323
637,14,0.9068
638,14,0.90369
639,14,0.861
640,14,0.75304
641,14,0.91398
642,14,0.87938
643,14,0.83096
644,14,0.90771
645,14,0.89345
646,14,0.82765
647,14,0.58675
648,14,0.90863
649,14,0.91458
650,15,0.96673
651,15,0.9643
652,15,0.80637
653,15,0.98374
654,15,0.95926
655,15,0.94757
656,15,0.88107
657,15,0.92908
658,15,0.91722
659,15,0.95734
660,15,0.88715
661,15,0.96601
662,15,0.94193
663,15,0.89078
664,15,0.93382
665,15,0.94719
666,15,0.96114
667,15,0.95594
668,15,0.83764
669,15,0.87779
670,15,0.94848
671,15,0.86982
672,15,0.72139
673,15,0.96323
674,15,0.93868
675,15,0.78402
676,15,0.96147
677,15,0.95353
678,15,0.97196
679,15,0.93763
680,15,0.87711
681,15,0.8808
682,15,0.94142
683,15,0.95887
684,15,0.84644
685,15,0.95829
686,15,0.96593
687,15,0.93019
688,16,0.58954
689,16,0.66617
690,16,0.75413
691,16,0.25898
692,16,0.51528
693,16,0.16837
694,16,0.37426
695,16,0.25443
696,16,0.3876
697,16,0.72793
698,16,0.77589
699,16,0.64464
700,16,0.6783
701,16,0.80545
702,16,0.31156
703,16,0.2718
704,16,0.60772
705,16,0.65897
706,16,0.34691
707,16,0.58743
708,16,0.3853
709,16,0.50259
710,16,0.3549
711,16,0.58801
712,16,0.74305
713,16,0.61212
714,16,0.64906
715,16,0.7416
716,16,0.46834
717,16,0.39745
718,16,0.53761
719,16,0.67543
720,16,0.30756
721,16,0.56984
722,16,0.37359
723,16,0.78175
724,17,0.97547
725,17,0.96431
726,17,0.97873
727,17,0.97302
728,17,0.93711
729,17,0.96416
730,17,0.95589
731,17,0.97471
732,17,0.96016
733,17,0.90255
734,17,0.97577
735,17,0.98999
736,17,0.97341
737,17,0.93047
738,17,0.96927
739,17,0.83819
740,17,0.9666
741,17,0.93424
742,17,0.91701
743,17,0.97386
744,17,0.95949
745,17,0.96936
746,17,0.98001
747,17,0.97199
748,17,0.94426
749,17,0.96934
750,17,0.96803
751,17,0.95935
752,17,0.96554
753,17,0.9686
754,17,0.94329
755,17,0.97183
756,17,0.98364
757,17,0.95554
758,17,0.97709
759,17,0.96017
760,17,0.89259
761,17,0.9651
762,17,0.96305
763,17,0.96414
764,17,0.96473
765,17,0.97555
766,17,0.96121
767,17,0.95358
768,17,0.97444
769,17,0.98292
770,17,0.92832
771,17,0.9509
772,17,0.97462
773,17,0.93748
774,17,0.96411
775,17,0.96375
776,17,0.96918
777,17,0.94118
778,17,0.96663
779,17,0.96528
780,17,0.96241
781,17,0.97618
782,17,0.93943
783,17,0.95715
784,18,0.82338
785,18,0.88117
786,18,0.72942
787,18,0.81875
788,18,0.59359
789,18,0.72143
790,18,0.95893
791,18,0.51585
792,18,0.79684
793,18,0.90059
794,18,0.48434
795,18,0.78744
796,18,0.80671
797,18,0.9107
798,18,0.92512
799,18,0.83843
800,18,0.7503
801,18,0.85608
802,18,0.91331
803,18,0.71676
804,18,0.90429
805,18,0.71412
806,18,0.91857
807,18,0.81477
808,18,0.94627
809,18,0.90372
810,18,0.68299
811,18,0.79488
812,18,0.92873
813,18,0.86584
814,18,0.90364
815,18,0.91519
816,18,0.8942
817,18,0.82321
818,18,0.86913
819,18,0.69759
820,18,0.85924
821,18,0.81446
822,18,0.66506
823,18,0.60718
824,18,0.72872
825,18,0.86023
826,18,0.86182
827,18,0.78215
828,18,0.73829
829,18,0.91831
830,18,0.89662
831,18,0.82374
832,18,0.87133
833,18,0.9647
834,18,0.85716
835,18,0.95114
836,18,0.80857
837,18,0.81623
838,18,0.86822
839,18,0.83888
840,18,0.67706
841,18,0.82026
842,18,0.7414
843,18,0.93859
844,18,0.80116
845,18,0.89242
846,18,0.93327
847,18,0.69383
848,18,0.81954
849,19,0.77398
850,19,0.73906
851,19,0.68318
852,19,0.73748
853,19,0.21285
854,19,0.5272
855,19,0.61644
856,19,0.78219
857,19,0.40902
858,19,0.6089
859,19,0.79776
860,19,0.74954
861,19,0.7894
862,19,0.78902
863,19,0.79886
864,19,0.87218
865,19,0.71576
866,19,0.5293
867,19,0.76177
868,19,0.65018
869,19,0.18101
870,19,0.7695
871,19,0.80478
872,19,0.33136
873,19,0.76244
874,19,0.62804
875,19,0.79347
876,19,0.88716
877,19,0.77354
878,19,0.26321
879,19,0.59808
880,19,0.8537
881,19,0.82312
882,19,0.68228
883,19,0.80666
884,19,0.52607
885,19,0.77774
886,19,0.57871
887,20,0.95342
888,20,0.7248
889,20,0.94127
890,20,0.95024
891,20,0.90036
892,20,0.88461
893,20,0.63301
894,20,0.89339
895,20,0.75319
896,20,0.83094
897,20,0.87962
898,20,0.90237
899,20,0.92946
900,20,0.8852
901,20,0.92456
902,20,0.88876
903,20,0.90121
904,20,0.87394
905,20,0.95669
906,20,0.9548
907,20,0.87066
908,20,0.95432
909,20,0.95552
910,20,0.9205
911,20,0.90468
912,20,0.9532
913,20,0.92923
914,20,0.98856
915,20,0.90137
916,20,0.76277
917,20,0.85827
918,20,0.88625
919,20,0.9441
920,20,0.9247
921,20,0.80397
922,20,0.88912
923,20,0.96502
924,20,0.95291
925,20,0.97162
926,20,0.96047
927,20,0.93806
928,20,0.9407
929,20,0.93181
930,20,0.88049
931,20,0.87818
932,20,0.86112
933,21,0.90558
934,21,0.92676
935,21,0.95526
936,21,0.9336
937,21,0.9807
938,21,0.88799
939,21,0.90311
940,21,0.84919
941,21,0.87915
942,21,0.99819
943,21,0.94224
944,21,0.8388
945,21,0.81696
946,21,0.92479
947,21,0.78358
948,21,0.82892
949,21,0.8227
950,21,0.93954
951,21,0.91059
952,21,0.87109
953,21,0.97915
954,21,0.88868
955,21,0.86506
956,21,0.83995
957,21,0.76836
958,21,0.84986
959,21,0.84602
960,21,0.79836
961,21,0.87112
962,21,0.93268
963,21,0.84106
964,21,0.90545
965,21,0.83699
966,21,0.74158
967,22,0.90821
968,22,0.88546
969,22,0.90583
970,22,0.85404
971,22,0.89404
972,22,0.84333
973,22,0.89718
974,22,0.77719
975,22,0.82325
976,22,0.8926
977,22,0.6108
978,22,0.80333
979,22,0.88708
980,22,0.58771
981,22,0.9021
982,22,0.90034
983,22,0.91362
984,22,0.52367
985,22,0.85543
986,22,0.93652
987,22,0.86793
988,22,0.90382
989,22,0.917
990,22,0.88256
991,22,0.9114
992,22,0.91881
993,22,0.76052
994,22,0.88602
995,22,0.82358
996,22,0.82914
997,22,0.19257
998,22,0.90435
999,22,0.88993
1000,22,0.88058
1001,22,0.9395
1002,22,0.37272
1003,22,0.93026
1004,22,0.81486
1005,22,0.86927
1006,22,0.89386
1007,22,0.88644
1008,22,0.91813
1009,22,0.89059
1010,22,0.93133
1011,22,0.87232
1012,22,0.89095
1013,22,0.88151
1014,23,0.99071
1015,23,0.90434
1016,23,0.87761
1017,23,0.9798
1018,23,0.99733
1019,23,0.99537
1020,23,0.92907
1021,23,0.89788
1022,23,0.94645
1023,23,0.98274
1024,23,0.96729
1025,23,0.99216
1026,23,0.99462
1027,23,0.95352
1028,23,0.99617
1029,23,0.98339
1030,23,0.63946
1031,23,0.99865
1032,23,0.99942
1033,23,0.99355
1034,23,0.99816
1035,23,0.90967
1036,23,0.99878
1037,23,0.99504
1038,23,0.9998
1039,23,0.99434
1040,23,0.97077
1041,23,0.96767
1042,23,0.98109
1043,23,0.9842
1044,23,0.97916
1045,23,0.96678
1046,23,0.8382
1047,23,0.99393
1048,23,0.99337
1049,23,0.98068
1050,23,0.93175
1051,23,0.6282
1052,23,0.83925
1053,23,0.99731
1054,23,0.99884
1055,23,0.97809
1056,23,0.99642
1057,23,0.9256
1058,23,0.998
1059,23,0.99112
1060,23,0.99682
1061,23,1.0
1062,23,0.99101
1063,23,0.99862
1064,23,0.97895
1065,23,0.98221
1066,23,0.98162
1067,23,0.99818
1068,23,0.9998
1069,23,0.99213
1070,23,0.94051
1071,23,0.96411
1072,23,0.99574
1073,23,0.99829
1074,23,0.88784
1075,23,0.98114
1076,23,0.88047
1077,23,0.98637
1078,23,0.98941
1079,23,0.99812
1080,23,0.99785
1081,23,0.97051
1082,23,0.98326
1083,23,0.98393
1084,23,0.9253
1085,23,0.99902
1086,24,0.92804
1087,24,0.92199
1088,24,0.92971
1089,24,0.82703
1090,24,0.94503
1091,24,0.87142
1092,24,0.8048
1093,24,0.9108
1094,24,0.88237
1095,24,0.88781
1096,24,0.95028
1097,24,0.86199
1098,24,0.86122
1099,24,0.93182
1100,24,0.95421
1101,24,0.93514
1102,24,0.87515
1103,24,0.95186
1104,24,0.88769
1105,24,0.89172
1106,24,0.87316
1107,24,0.83154
1108,24,0.87797
1109,24,0.91894
1110,24,0.865
1111,24,0.91309
1112,24,0.90016
1113,24,0.933
1114,24,0.90152
1115,24,0.87054
1116,24,0.87586
1117,24,0.88434
1118,24,0.84023
1119,24,0.85853
1120,24,0.88147
1121,25,0.92572
1122,25,0.84357
1123,25,0.72984
1124,25,0.92344
1125,25,0.74292
1126,25,0.90468
1127,25,0.91271
1128,25,0.9397
1129,25,0.83281
1130,25,0.84864
1131,25,0.88154
1132,25,0.87305
1133,25,0.83905
1134,25,0.96581
1135,25,0.62984
1136,25,0.91123
1137,25,0.87645
1138,25,0.81718
1139,25,0.93507
1140,25,0.24938
1141,25,0.87456
1142,25,0.95349
1143,25,0.88667
1144,25,0.92871
1145,25,0.87462
1146,25,0.92299
1147,25,0.91054
1148,25,0.95409
1149,25,0.85629
1150,25,0.81238
1151,25,0.86563
1152,25,0.89456
1153,25,0.90626
1154,25,0.93987
1155,26,0.94167
1156,26,0.93998
1157,26,0.93197
1158,26,0.93902
1159,26,0.74763
1160,26,0.94126
1161,26,0.85976
1162,26,0.88399
1163,26,0.86007
1164,26,0.93933
1165,26,0.91026
1166,26,0.93994
1167,26,0.93625
1168,26,0.88057
1169,26,0.94034
1170,26,0.87754
1171,26,0.93631
1172,26,0.9395
1173,26,0.93181
1174,26,0.93856
1175,26,0.9416
1176,26,0.84841
1177,26,0.95164
1178,26,0.94043
1179,26,0.89056
1180,26,0.00553
1181,26,0.91566
1182,26,0.94077
1183,26,0.93208
1184,26,0.93988
1185,26,0.87404
1186,26,0.87809
1187,26,0.93881
1188,27,0.99643
1189,27,0.99774
1190,27,0.97481
1191,27,0.98802
1192,27,1.0
1193,27,0.99774
1194,27,1.0
1195,27,1.0
1196,27,1.0
1197,27,0.99921
1198,27,0.98897
1199,27,0.99582
1200,27,1.0
1201,27,1.0
1202,27,1.0
1203,27,0.99226
1204,27,1.0
1205,27,0.96797
1206,27,1.0
1207,27,0.99921
1208,27,1.0
1209,27,1.0
1210,27,1.0
1211,27,0.99921
1212,27,1.0
1213,27,0.99921
1214,27,0.99846
1215,27,1.0
1216,27,1.0
1217,27,0.99846
1218,27,1.0
1219,27,0.92295
1220,27,0.99643
1221,27,1.0
1222,27,1.0
1223,27,0.99643
1224,28,0.71736
1225,28,0.50147
1226,28,0.76788
1227,28,0.83887
1228,28,0.90689
1229,28,0.66855
1230,28,0.83707
1231,28,0.90773
1232,28,0.94705
1233,28,0.7023
1234,28,0.85096
1235,28,0.84478
1236,28,0.79385
1237,28,0.90088
1238,28,0.74721
1239,28,0.67981
1240,28,0.89265
1241,28,0.66421
1242,28,0.42067
1243,28,0.83053
1244,28,0.92349
1245,28,0.7488
1246,28,0.92095
1247,28,0.91497
1248,28,0.70143
1249,28,0.76825
1250,28,0.90717
1251,28,0.7333
1252,28,0.06864
1253,28,0.89074
1254,28,0.88227
1255,28,0.83503
1256,28,0.87705
1257,28,0.88394
1258,28,0.74559
1259,28,0.85217
1260,28,0.47993
1261,28,0.90925
1262,28,0.7896
1263,28,0.79515
1264,28,0.88256
1265,28,0.75259
1266,28,0.74734
1267,28,0.39751
1268,28,0.63957
1269,28,0.93306
1270,28,0.84609
1271,28,0.86285
1272,28,0.93248
1273,28,0.85487
1274,28,0.91359
1275,28,0.91029
1276,28,0.84791
1277,28,0.91618
1278,28,0.92675
1279,29,0.91694
1280,29,0.9556
1281,29,0.58143
1282,29,0.68247
1283,29,0.29509
1284,29,0.97027
1285,29,0.81562
1286,29,0.94936
1287,29,0.6791
1288,29,0.56273
1289,29,0.82363
1290,29,0.62272
1291,29,0.95469
1292,29,0.98906
1293,29,0.77094
1294,29,0.98483
1295,29,0.98994
1296,29,0.87845
1297,29,0.86372
1298,29,0.95205
1299,29,0.94057
1300,29,0.97761
1301,29,0.97989
1302,29,0.97228
1303,29,0.97161
1304,29,0.58607
1305,29,0.93577
1306,29,0.72542
1307,29,0.97421
1308,29,0.94342
1309,29,0.99092
1310,29,0.98883
1311,29,0.85104
1312,29,0.95618
1313,29,0.98968
1314,29,0.78873
1315,29,0.97475
1316,29,0.69757
1317,29,0.8982
1318,29,0.56498
1319,29,0.96131
1320,29,0.88933
1321,29,0.92327
1322,29,0.94883
1323,29,0.46689
1324,29,0.90524
1325,29,0.6642
1326,29,0.9593
1327,29,0.84273
1328,29,0.76264
1329,29,0.93814
1330,29,0.89431
1331,29,0.92463
1332,29,0.86489
1333,29,0.83675
1334,29,0.97017
1335,29,0.9802
1336,29,0.97452
1337,29,0.98164
1338,29,0.98504
1339,29,0.9621
1340,29,0.96019
1341,30,0.88297
1342,30,0.8639
1343,30,0.84161
1344,30,0.8644
1345,30,0.73046
1346,30,0.40083
1347,30,0.01818
1348,30,0.59104
1349,30,0.35066
1350,30,0.8028
1351,30,0.81723
1352,30,0.69942
1353,30,0.64705
1354,30,0.84156
1355,30,0.74876
1356,30,0.80789
1357,30,0.84446
1358,30,0.5016
1359,30,0.48917
1360,30,0.32425
1361,30,0.71419
1362,30,0.90595
1363,30,0.94431
1364,30,0.87028
1365,30,0.15492
1366,30,0.83912
1367,30,0.57592
1368,30,0.85473
1369,30,0.54374
1370,30,0.50171
1371,30,0.34283
1372,30,0.61836
1373,30,0.45071
1374,30,0.89433
1375,30,0.62767
1376,30,0.75044
1377,30,0.88755
1378,30,0.9227
1379,30,0.90389
1380,30,0.72976
1381,30,0.78919
1382,30,0.92695
1383,30,0.7869
1384,30,0.8401
1385,30,0.80335
1386,30,0.67567
1387,30,0.83243
1388,30,0.67764
1389,30,0.77552
1390,30,0.90701
1391,30,0.5819
1392,30,0.88128
1393,30,0.75264
1394,30,0.56738
1395,30,0.57288
1396,30,0.71222
1397,30,0.83046
1398,30,0.88756
1399,30,0.9197
1400,30,0.86503
1401,30,0.73978
1402,31,0.49802
1403,31,0.4608
1404,31,0.21767
1405,31,0.45788
1406,31,0.11625
1407,31,0.31153
1408,31,0.75674
1409,31,0.65861
1410,31,0.17926
1411,31,0.49191
1412,31,0.29203
1413,31,0.49495
1414,31,0.60971
1415,31,0.4039
1416,31,0.42807
1417,31,0.81831
1418,31,0.50242
1419,31,0.57438
1420,31,0.34467
1421,31,0.69777
1422,31,0.39089
1423,31,0.68867
1424,31,0.59641
1425,31,0.55945
1426,31,0.61656
1427,31,0.55532
1428,31,0.543
1429,31,0.60198
1430,31,0.52446
1431,31,0.44853
1432,31,0.0832
1433,31,0.62369
1434,31,0.5807
1435,31,0.42434
1436,31,0.50754
1437,31,0.56185
1438,31,0.82467
1439,31,0.41127
1440,31,0.43043
1441,31,0.34607
1442,31,0.33512
1443,31,0.51931
1444,31,0.41416
1445,31,0.48008
1446,31,0.36058
1447,31,0.26746
1448,31,0.53781
1449,31,0.51997
1450,32,0.86097
1451,32,0.75699
1452,32,0.89357
1453,32,0.89789
1454,32,0.61604
1455,32,0.54238
1456,32,0.96361
1457,32,0.06905
1458,32,0.87204
1459,32,0.93395
1460,32,0.92222
1461,32,0.93389
1462,32,0.93438
1463,32,0.43233
1464,32,0.90934
1465,32,0.87925
1466,32,0.94869
1467,32,0.95202
1468,32,0.71195
1469,32,0.95175
1470,32,0.92234
1471,32,0.9089
1472,32,0.80861
1473,32,0.94968
1474,32,0.89801
1475,32,0.95697
1476,32,0.94217
1477,32,0.8056
1478,32,0.85638
1479,32,0.94683
1480,32,0.59513
1481,32,0.74797
1482,32,0.87138
1483,32,0.91556
1484,32,0.726
1485,32,0.904
1486,33,0.94554
1487,33,0.89262
1488,33,0.93632
1489,33,0.89756
1490,33,0.90404
1491,33,0.98165
1492,33,0.92133
1493,33,0.974
1494,33,0.6861
1495,33,0.92481
1496,33,0.92507
1497,33,0.8971
1498,33,0.87612
1499,33,0.86866
1500,33,0.91719
1501,33,0.95287
1502,33,0.92535
1503,33,0.8553
1504,33,0.99072
1505,33,0.66969
1506,33,0.54763
1507,33,0.93381
1508,33,0.86218
1509,33,0.8682
1510,33,0.80691
1511,33,0.98724
1512,33,0.95651
1513,33,0.99608
1514,33,0.93383
1515,33,0.94424
1516,33,0.99547
1517,34,0.78454
1518,34,0.73898
1519,34,0.84571
1520,34,0.80738
1521,34,0.76481
1522,34,0.81192
1523,34,0.78641
1524,34,0.80769
1525,34,0.8477
1526,34,0.78391
1527,34,0.86307
1528,34,0.52909
1529,34,0.73733
1530,34,0.78624
1531,34,0.85133
1532,34,0.61176
1533,34,0.66036
1534,34,0.89441
1535,34,0.76553
1536,34,0.78077
1537,34,0.85461
1538,34,0.5362
1539,34,0.77255
1540,34,0.80602
1541,34,0.81067
1542,34,0.79671
1543,34,0.54057
1544,34,0.78518
1545,35,0.49139
1546,35,0.78132
1547,35,0.77457
1548,35,0.83324
1549,35,0.81261
1550,35,0.91875
1551,35,0.69292
1552,35,0.62925
1553,35,0.47706
1554,35,0.54
1555,35,0.72323
1556,35,0.90727
1557,35,0.84549
1558,35,0.76695
1559,35,0.49371
1560,35,0.81031
1561,35,0.44416
1562,35,0.91381
1563,35,0.64095
1564,35,0.62978
1565,35,0.63364
1566,35,0.84445
1567,35,0.74655
1568,35,0.73335
1569,35,0.7816
1570,35,0.83478
1571,35,0.8692
1572,35,0.63507
1573,35,0.87269
1574,35,0.91876
1575,35,0.86682
1576,35,0.85357
1577,35,0.90594
1578,36,0.9589
1579,36,0.97909
1580,36,0.98521
1581,36,0.98337
1582,36,0.99974
1583,36,0.95994
1584,36,0.99263
1585,36,0.98801
1586,36,0.99899
1587,36,0.96893
1588,36,0.94287
1589,36,0.96283
1590,36,0.98865
1591,36,0.94015
1592,36,0.95544
1593,36,0.96605
1594,36,0.99261
1595,36,1.0
1596,36,0.97261
1597,36,0.98752
1598,36,1.0
1599,36,0.98864
1600,36,0.94642
1601,36,0.93047
1602,36,0.97976
1603,36,0.96692
1604,36,0.9975
1605,36,0.99333
1606,36,0.98526
1607,36,0.98408
1608,36,0.99097
1609,36,0.99146
1610,36,0.98462
1611,36,0.98615
1612,36,0.99332
1613,36,0.98517
1614,36,0.98987
1615,36,0.99143
1616,36,0.99222
1617,36,0.98156
1618,36,0.99305
1619,36,0.96808
1620,36,0.99177
1621,36,0.98713
1622,36,0.99374
1623,36,0.99715
1624,36,0.99948
1625,36,0.99551
1626,36,0.99574
1627,36,0.99853
1628,36,0.99659
1629,36,0.99058
1630,36,0.98742
1631,36,0.99169
1632,36,1.0
1633,36,0.99923
1634,36,0.98709
1635,36,0.98513
1636,36,0.98134
1637,36,0.99168
1638,36,0.98432
1639,36,0.99658
1640,37,0.99737
1641,37,0.99792
1642,37,0.99035
1643,37,0.99791
1644,37,0.97756
1645,37,0.99524
1646,37,0.99951
1647,37,0.99964
1648,37,0.99782
1649,37,0.99478
1650,37,0.99915
1651,37,0.99742
1652,37,0.99769
1653,37,0.99191
1654,37,0.9958
1655,37,0.99619
1656,37,0.99942
1657,37,0.99893
1658,37,0.99019
1659,37,0.99895
1660,37,0.98551
1661,37,0.99307
1662,37,0.99988
1663,37,0.99826
1664,37,0.99844
1665,37,0.99746
1666,37,0.99508
1667,37,0.99964
1668,37,0.99767
1669,37,0.99175
1670,37,1.0
1671,37,1.0
1672,37,1.0
1673,37,0.99551
1674,37,0.99056
1675,37,0.99624
1676,37,0.99964
1677,37,0.99906
1678,37,0.99858
1679,37,0.99905
1680,37,0.99586
1681,37,0.99953
1682,37,0.9944
1683,37,0.99186
1684,37,0.98855
1685,37,0.99841
1686,37,0.99911
1687,37,1.0
1688,37,0.99845
1689,37,0.99906
1690,37,1.0
1691,37,0.99907
1692,37,0.99786
1693,37,0.99739
1694,37,0.99807
1695,37,0.96129
1696,37,0.99499
1697,37,0.99965
1698,37,0.99941
1699,37,0.99835
1700,37,0.99807
1701,37,0.99929
1702,37,0.99476
1703,37,0.99786
1704,37,0.9994
1705,37,0.99722
1706,37,1.0
1707,37,0.98191
1708,37,0.99397
1709,37,0.99136
1710,37,0.98459
1711,37,0.97959
1712,37,0.98932
1713,37,0.99879
1714,37,0.99849
1715,37,0.99988
1716,37,0.99136
1717,37,0.99814
1718,37,0.99359
1719,37,1.0
1720,37,0.97819
1721,37,0.99976
1722,37,0.99939
1723,37,0.9961
1724,37,1.0
1725,37,0.99729
1726,37,0.99931
1727,37,0.99952
1728,37,1.0
1729,37,0.9994
1730,37,0.97604
1731,37,1.0
1732,38,0.81838
1733,38,0.88181
1734,38,0.70641
1735,38,0.27515
1736,38,0.8184
1737,38,0.1847
1738,38,0.8863
1739,38,0.75559
1740,38,0.91863
1741,38,0.93582
1742,38,0.90744
1743,38,0.89542
1744,38,0.74429
1745,38,0.69911
1746,38,0.91801
1747,38,0.94571
1748,38,0.92887
1749,38,0.66703
1750,38,0.8932
1751,38,0.83271
1752,38,0.93616
1753,38,0.92035
1754,38,0.58653
1755,38,0.87196
1756,38,0.80824
1757,38,0.77478
1758,38,0.38184
1759,38,0.91375
1760,38,0.58822
1761,38,0.92273
1762,38,0.79404
1763,38,0.9384
1764,38,0.8813
1765,38,0.90903
1766,38,0.89126
1767,38,0.72428
1768,38,0.8724
1769,38,0.84849
1770,38,0.87172
1771,38,0.69772
1772,38,0.85271
1773,38,0.92049
1774,38,0.94287
1775,38,0.92732
1776,39,0.76339
1777,39,0.83485
1778,39,0.80544
1779,39,0.81638
1780,39,0.90584
1781,39,0.74081
1782,39,0.45125
1783,39,0.79293
1784,39,0.44565
1785,39,0.77702
1786,39,0.77358
1787,39,0.83972
1788,39,0.80448
1789,39,0.54257
1790,39,0.77395
1791,39,0.79263
1792,39,0.757
1793,39,0.85057
1794,39,0.83944
1795,39,0.79227
1796,39,0.27895
1797,39,0.37881
1798,39,0.73982
