image_index,label,recall@1,recall@5,recall@10,recall@20
1311,29,0.01639,0.08197,0.16393,0.31148
1312,29,0.01639,0.08197,0.16393,0.32787
1313,29,0.01639,0.08197,0.16393,0.32787
1314,29,0.01639,0.08197,0.16393,0.31148
1315,29,0.01639,0.08197,0.16393,0.32787
1316,29,0.01639,0.08197,0.14754,0.2623
1317,29,0.01639,0.08197,0.16393,0.31148
1318,29,0.01639,0.06557,0.13115,0.22951
1319,29,0.01639,0.08197,0.16393,0.32787
1320,29,0.01639,0.08197,0.16393,0.32787
1321,29,0.01639,0.08197,0.16393,0.31148
1322,29,0.01639,0.08197,0.16393,0.32787
1323,29,0.01639,0.03279,0.04918,0.16393
1324,29,0.01639,0.08197,0.16393,0.32787
1325,29,0.01639,0.08197,0.16393,0.27869
1326,29,0.01639,0.08197,0.16393,0.32787
1327,29,0.01639,0.08197,0.16393,0.31148
1328,29,0.01639,0.08197,0.14754,0.29508
1329,29,0.01639,0.08197,0.16393,0.32787
1330,29,0.01639,0.08197,0.16393,0.32787
1331,29,0.01639,0.08197,0.16393,0.31148
1332,29,0.01639,0.08197,0.16393,0.32787
1333,29,0.01639,0.08197,0.16393,0.31148
1334,29,0.01639,0.08197,0.16393,0.32787
1335,29,0.01639,0.08197,0.16393,0.32787
1336,29,0.01639,0.08197,0.16393,0.32787
1337,29,0.01639,0.08197,0.16393,0.32787
1338,29,0.01639,0.08197,0.16393,0.32787
1339,29,0.01639,0.08197,0.16393,0.32787
1340,29,0.01639,0.08197,0.16393,0.32787
1341,30,0.01667,0.08333,0.16667,0.31667
1342,30,0.01667,0.08333,0.16667,0.33333
1343,30,0.01667,0.08333,0.16667,0.33333
1344,30,0.01667,0.08333,0.16667,0.33333
1345,30,0.01667,0.08333,0.16667,0.28333
1346,30,0.01667,0.08333,0.16667,0.26667
1347,30,0.0,0.0,0.0,0.0
1348,30,0.01667,0.08333,0.15,0.25
1349,30,0.01667,0.08333,0.11667,0.2
1350,30,0.01667,0.08333,0.16667,0.33333
1351,30,0.01667,0.08333,0.16667,0.33333
1352,30,0.01667,0.08333,0.16667,0.28333
1353,30,0.01667,0.08333,0.15,0.25
1354,30,0.01667,0.08333,0.16667,0.33333
1355,30,0.01667,0.08333,0.16667,0.33333
1356,30,0.01667,0.08333,0.16667,0.33333
1357,30,0.01667,0.08333,0.16667,0.33333
1358,30,0.01667,0.08333,0.16667,0.31667
1359,30,0.01667,0.08333,0.13333,0.28333
1360,30,0.01667,0.08333,0.13333,0.23333
1361,30,0.01667,0.08333,0.16667,0.33333
1362,30,0.01667,0.08333,0.16667,0.33333
1363,30,0.01667,0.08333,0.16667,0.33333
1364,30,0.01667,0.08333,0.16667,0.31667
1365,30,0.01667,0.03333,0.06667,0.1
1366,30,0.01667,0.08333,0.16667,0.33333
1367,30,0.01667,0.08333,0.16667,0.28333
1368,30,0.01667,0.08333,0.16667,0.33333
1369,30,0.01667,0.08333,0.16667,0.25
1370,30,0.01667,0.08333,0.16667,0.26667
1371,30,0.01667,0.06667,0.11667,0.16667
1372,30,0.01667,0.08333,0.16667,0.31667
1373,30,0.01667,0.08333,0.16667,0.25
1374,30,0.01667,0.08333,0.16667,0.33333
1375,30,0.01667,0.08333,0.16667,0.33333
1376,30,0.01667,0.08333,0.16667,0.33333
1377,30,0.01667,0.08333,0.16667,0.33333
1378,30,0.01667,0.08333,0.16667,0.31667
1379,30,0.01667,0.08333,0.16667,0.33333
1380,30,0.01667,0.08333,0.16667,0.33333
1381,30,0.01667,0.08333,0.16667,0.33333
1382,30,0.01667,0.08333,0.16667,0.33333
1383,30,0.01667,0.08333,0.16667,0.31667
1384,30,0.01667,0.08333,0.16667,0.33333
1385,30,0.01667,0.08333,0.16667,0.33333
1386,30,0.01667,0.08333,0.16667,0.31667
1387,30,0.01667,0.08333,0.16667,0.31667
1388,30,0.01667,0.08333,0.16667,0.31667
1389,30,0.01667,0.08333,0.16667,0.3
1390,30,0.01667,0.08333,0.16667,0.33333
1391,30,0.01667,0.08333,0.16667,0.31667
1392,30,0.01667,0.08333,0.16667,0.33333
1393,30,0.01667,0.08333,0.16667,0.33333
1394,30,0.01667,0.08333,0.16667,0.3
1395,30,0.01667,0.08333,0.16667,0.31667
1396,30,0.01667,0.08333,0.16667,0.33333
1397,30,0.01667,0.08333,0.16667,0.33333
1398,30,0.01667,0.08333,0.16667,0.33333
1399,30,0.01667,0.08333,0.16667,0.33333
1400,30,0.01667,0.08333,0.16667,0.31667
1401,30,0.01667,0.08333,0.16667,0.33333
1402,31,0.02128,0.10638,0.21277,0.31915
1403,31,0.02128,0.08511,0.14894,0.2766
1404,31,0.02128,0.04255,0.08511,0.21277
1405,31,0.02128,0.10638,0.19149,0.25532
1406,31,0.02128,0.02128,0.02128,0.04255
1407,31,0.02128,0.08511,0.14894,0.17021
1408,31,0.02128,0.08511,0.19149,0.3617
1409,31,0.02128,0.10638,0.19149,0.3617
1410,31,0.02128,0.06383,0.10638,0.12766
1411,31,0.02128,0.10638,0.17021,0.29787
1412,31,0.02128,0.10638,0.12766,0.21277
1413,31,0.02128,0.10638,0.17021,0.29787
1414,31,0.02128,0.10638,0.21277,0.3617
1415,31,0.02128,0.08511,0.17021,0.25532
1416,31,0.02128,0.08511,0.17021,0.2766
1417,31,0.02128,0.10638,0.21277,0.42553
1418,31,0.02128,0.10638,0.19149,0.29787
1419,31,0.02128,0.10638,0.19149,0.3617
1420,31,0.02128,0.08511,0.14894,0.2766
1421,31,0.02128,0.10638,0.21277,0.34043
1422,31,0.02128,0.08511,0.17021,0.25532
1423,31,0.02128,0.10638,0.21277,0.38298
1424,31,0.02128,0.10638,0.21277,0.34043
1425,31,0.02128,0.10638,0.17021,0.31915
1426,31,0.02128,0.10638,0.17021,0.34043
1427,31,0.02128,0.10638,0.17021,0.34043
1428,31,0.02128,0.10638,0.21277,0.31915
1429,31,0.02128,0.10638,0.21277,0.34043
1430,31,0.02128,0.08511,0.14894,0.31915
1431,31,0.02128,0.10638,0.21277,0.29787
1432,31,0.0,0.0,0.0,0.02128
1433,31,0.02128,0.10638,0.17021,0.34043
1434,31,0.02128,0.10638,0.17021,0.31915
1435,31,0.02128,0.06383,0.14894,0.25532
1436,31,0.02128,0.10638,0.21277,0.29787
1437,31,0.02128,0.10638,0.17021,0.29787
1438,31,0.02128,0.10638,0.21277,0.42553
1439,31,0.02128,0.10638,0.17021,0.2766
1440,31,0.02128,0.10638,0.19149,0.2766
1441,31,0.02128,0.10638,0.17021,0.25532
1442,31,0.02128,0.10638,0.12766,0.21277
1443,31,0.02128,0.08511,0.17021,0.2766
1444,31,0.02128,0.10638,0.19149,0.2766
1445,31,0.02128,0.10638,0.19149,0.31915
1446,31,0.02128,0.08511,0.17021,0.2766
1447,31,0.02128,0.10638,0.14894,0.19149
1448,31,0.02128,0.10638,0.19149,0.34043
1449,31,0.02128,0.10638,0.21277,0.34043
1450,32,0.02857,0.14286,0.28571,0.57143
1451,32,0.02857,0.14286,0.28571,0.51429
1452,32,0.02857,0.14286,0.28571,0.57143
1453,32,0.02857,0.14286,0.28571,0.54286
1454,32,0.02857,0.14286,0.28571,0.42857
1455,32,0.02857,0.14286,0.28571,0.4
1456,32,0.02857,0.14286,0.28571,0.57143
1457,32,0.0,0.0,0.0,0.0
1458,32,0.02857,0.14286,0.28571,0.54286
1459,32,0.02857,0.14286,0.28571,0.57143
1460,32,0.02857,0.14286,0.28571,0.57143
1461,32,0.02857,0.14286,0.28571,0.57143
1462,32,0.02857,0.14286,0.28571,0.57143
1463,32,0.0,0.11429,0.17143,0.34286
1464,32,0.02857,0.14286,0.28571,0.57143
1465,32,0.02857,0.14286,0.28571,0.54286
1466,32,0.02857,0.14286,0.28571,0.57143
1467,32,0.02857,0.14286,0.28571,0.57143
1468,32,0.02857,0.14286,0.28571,0.54286
1469,32,0.02857,0.14286,0.28571,0.57143
1470,32,0.02857,0.14286,0.28571,0.57143
1471,32,0.02857,0.14286,0.28571,0.57143
1472,32,0.02857,0.14286,0.28571,0.51429
1473,32,0.02857,0.14286,0.28571,0.57143
1474,32,0.02857,0.14286,0.28571,0.57143
1475,32,0.02857,0.14286,0.28571,0.57143
1476,32,0.02857,0.14286,0.28571,0.57143
1477,32,0.02857,0.14286,0.28571,0.51429
1478,32,0.02857,0.14286,0.28571,0.57143
1479,32,0.02857,0.14286,0.28571,0.57143
1480,32,0.02857,0.14286,0.25714,0.45714
1481,32,0.02857,0.14286,0.28571,0.54286
1482,32,0.02857,0.14286,0.28571,0.57143
1483,32,0.02857,0.14286,0.28571,0.57143
1484,32,0.02857,0.14286,0.28571,0.51429
1485,32,0.02857,0.14286,0.28571,0.57143
1486,33,0.03333,0.16667,0.33333,0.66667
1487,33,0.03333,0.16667,0.33333,0.63333
1488,33,0.03333,0.16667,0.33333,0.66667
1489,33,0.03333,0.16667,0.33333,0.66667
1490,33,0.03333,0.16667,0.33333,0.6
1491,33,0.03333,0.16667,0.33333,0.66667
1492,33,0.03333,0.16667,0.33333,0.63333
1493,33,0.03333,0.16667,0.33333,0.66667
1494,33,0.03333,0.16667,0.33333,0.53333
1495,33,0.03333,0.16667,0.33333,0.63333
1496,33,0.03333,0.16667,0.33333,0.66667
1497,33,0.03333,0.16667,0.33333,0.66667
1498,33,0.03333,0.16667,0.33333,0.63333
1499,33,0.03333,0.16667,0.33333,0.66667
1500,33,0.03333,0.16667,0.33333,0.63333
1501,33,0.03333,0.16667,0.33333,0.66667
1502,33,0.03333,0.16667,0.33333,0.66667
1503,33,0.03333,0.16667,0.33333,0.66667
1504,33,0.03333,0.16667,0.33333,0.66667
1505,33,0.03333,0.16667,0.3,0.46667
1506,33,0.03333,0.16667,0.3,0.5
1507,33,0.03333,0.16667,0.33333,0.66667
1508,33,0.03333,0.16667,0.33333,0.66667
1509,33,0.03333,0.16667,0.33333,0.66667
1510,33,0.03333,0.16667,0.33333,0.56667
1511,33,0.03333,0.16667,0.33333,0.66667
1512,33,0.03333,0.16667,0.33333,0.63333
1513,33,0.03333,0.16667,0.33333,0.66667
1514,33,0.03333,0.16667,0.33333,0.66667
1515,33,0.03333,0.16667,0.33333,0.66667
1516,33,0.03333,0.16667,0.33333,0.66667
1517,34,0.03704,0.18519,0.37037,0.7037
1518,34,0.03704,0.18519,0.37037,0.59259
1519,34,0.03704,0.18519,0.37037,0.7037
1520,34,0.03704,0.18519,0.37037,0.74074
1521,34,0.03704,0.18519,0.37037,0.66667
1522,34,0.03704,0.18519,0.37037,0.74074
1523,34,0.03704,0.18519,0.37037,0.66667
1524,34,0.03704,0.18519,0.37037,0.74074
1525,34,0.03704,0.18519,0.37037,0.74074
1526,34,0.03704,0.18519,0.37037,0.7037
1527,34,0.03704,0.18519,0.37037,0.7037
1528,34,0.03704,0.07407,0.18519,0.44444
1529,34,0.03704,0.18519,0.2963,0.59259
1530,34,0.03704,0.18519,0.37037,0.7037
1531,34,0.03704,0.18519,0.37037,0.7037
1532,34,0.03704,0.18519,0.33333,0.51852
1533,34,0.03704,0.18519,0.37037,0.51852
1534,34,0.03704,0.18519,0.37037,0.74074
1535,34,0.03704,0.18519,0.37037,0.7037
1536,34,0.03704,0.18519,0.37037,0.7037
1537,34,0.03704,0.18519,0.37037,0.74074
1538,34,0.03704,0.11111,0.18519,0.37037
1539,34,0.03704,0.18519,0.37037,0.7037
1540,34,0.03704,0.18519,0.37037,0.74074
1541,34,0.03704,0.18519,0.37037,0.7037
1542,34,0.03704,0.18519,0.37037,0.74074
1543,34,0.03704,0.18519,0.37037,0.37037
1544,34,0.03704,0.18519,0.33333,0.66667
1545,35,0.03125,0.125,0.1875,0.34375
1546,35,0.03125,0.15625,0.3125,0.5
1547,35,0.03125,0.15625,0.3125,0.5625
1548,35,0.03125,0.15625,0.3125,0.625
1549,35,0.03125,0.15625,0.3125,0.5625
1550,35,0.03125,0.15625,0.3125,0.625
1551,35,0.03125,0.15625,0.3125,0.4375
1552,35,0.03125,0.15625,0.1875,0.375
1553,35,0.03125,0.125,0.21875,0.40625
1554,35,0.03125,0.15625,0.25,0.375
1555,35,0.03125,0.15625,0.3125,0.46875
1556,35,0.03125,0.15625,0.3125,0.625
1557,35,0.03125,0.15625,0.3125,0.5625
1558,35,0.03125,0.15625,0.3125,0.53125
1559,35,0.03125,0.125,0.1875,0.40625
1560,35,0.03125,0.15625,0.3125,0.625
1561,35,0.03125,0.125,0.25,0.375
1562,35,0.03125,0.15625,0.3125,0.625
1563,35,0.03125,0.15625,0.25,0.5
1564,35,0.03125,0.15625,0.3125,0.40625
1565,35,0.03125,0.15625,0.28125,0.46875
1566,35,0.03125,0.15625,0.3125,0.5625
1567,35,0.03125,0.15625,0.28125,0.5
1568,35,0.03125,0.15625,0.3125,0.46875
1569,35,0.03125,0.15625,0.3125,0.5
1570,35,0.03125,0.15625,0.3125,0.59375
1571,35,0.03125,0.15625,0.3125,0.59375
1572,35,0.03125,0.15625,0.1875,0.4375
1573,35,0.03125,0.15625,0.3125,0.59375
1574,35,0.03125,0.15625,0.3125,0.625
1575,35,0.03125,0.15625,0.3125,0.59375
1576,35,0.03125,0.15625,0.3125,0.625
1577,35,0.03125,0.15625,0.3125,0.625
1578,36,0.01639,0.08197,0.16393,0.32787
1579,36,0.01639,0.08197,0.16393,0.32787
1580,36,0.01639,0.08197,0.16393,0.32787
1581,36,0.01639,0.08197,0.16393,0.32787
1582,36,0.01639,0.08197,0.16393,0.32787
1583,36,0.01639,0.08197,0.16393,0.32787
1584,36,0.01639,0.08197,0.16393,0.32787
1585,36,0.01639,0.08197,0.16393,0.32787
1586,36,0.01639,0.08197,0.16393,0.32787
1587,36,0.01639,0.08197,0.16393,0.32787
1588,36,0.01639,0.08197,0.16393,0.32787
1589,36,0.01639,0.08197,0.16393,0.32787
1590,36,0.01639,0.08197,0.16393,0.32787
1591,36,0.01639,0.08197,0.16393,0.32787
1592,36,0.01639,0.08197,0.16393,0.32787
1593,36,0.01639,0.08197,0.16393,0.32787
1594,36,0.01639,0.08197,0.16393,0.32787
1595,36,0.01639,0.08197,0.16393,0.32787
1596,36,0.01639,0.08197,0.16393,0.32787
1597,36,0.01639,0.08197,0.16393,0.32787
1598,36,0.01639,0.08197,0.16393,0.32787
1599,36,0.01639,0.08197,0.16393,0.32787
1600,36,0.01639,0.08197,0.16393,0.32787
1601,36,0.01639,0.08197,0.16393,0.32787
1602,36,0.01639,0.08197,0.16393,0.32787
1603,36,0.01639,0.08197,0.16393,0.32787
1604,36,0.01639,0.08197,0.16393,0.32787
1605,36,0.01639,0.08197,0.16393,0.32787
1606,36,0.01639,0.08197,0.16393,0.32787
1607,36,0.01639,0.08197,0.16393,0.32787
1608,36,0.01639,0.08197,0.16393,0.32787
1609,36,0.01639,0.08197,0.16393,0.32787
1610,36,0.01639,0.08197,0.16393,0.32787
1611,36,0.01639,0.08197,0.16393,0.32787
1612,36,0.01639,0.08197,0.16393,0.32787
1613,36,0.01639,0.08197,0.16393,0.32787
1614,36,0.01639,0.08197,0.16393,0.32787
1615,36,0.01639,0.08197,0.16393,0.32787
1616,36,0.01639,0.08197,0.16393,0.32787
1617,36,0.01639,0.08197,0.16393,0.32787
1618,36,0.01639,0.08197,0.16393,0.32787
1619,36,0.01639,0.08197,0.16393,0.32787
1620,36,0.01639,0.08197,0.16393,0.32787
1621,36,0.01639,0.08197,0.16393,0.32787
1622,36,0.01639,0.08197,0.16393,0.32787
1623,36,0.01639,0.08197,0.16393,0.32787
1624,36,0.01639,0.08197,0.16393,0.32787
1625,36,0.01639,0.08197,0.16393,0.32787
1626,36,0.01639,0.08197,0.16393,0.32787
1627,36,0.01639,0.08197,0.16393,0.32787
1628,36,0.01639,0.08197,0.16393,0.32787
1629,36,0.01639,0.08197,0.16393,0.32787
1630,36,0.01639,0.08197,0.16393,0.32787
1631,36,0.01639,0.08197,0.16393,0.32787
1632,36,0.01639,0.08197,0.16393,0.32787
1633,36,0.01639,0.08197,0.16393,0.32787
1634,36,0.01639,0.08197,0.16393,0.32787
1635,36,0.01639,0.08197,0.16393,0.32787
1636,36,0.01639,0.08197,0.16393,0.32787
1637,36,0.01639,0.08197,0.16393,0.32787
1638,36,0.01639,0.08197,0.16393,0.32787
1639,36,0.01639,0.08197,0.16393,0.32787
1640,37,0.01099,0.05495,0.10989,0.21978
1641,37,0.01099,0.05495,0.10989,0.21978
1642,37,0.01099,0.05495,0.10989,0.21978
1643,37,0.01099,0.05495,0.10989,0.21978
1644,37,0.01099,0.05495,0.10989,0.21978
1645,37,0.01099,0.05495,0.10989,0.21978
1646,37,0.01099,0.05495,0.10989,0.21978
1647,37,0.01099,0.05495,0.10989,0.21978
1648,37,0.01099,0.05495,0.10989,0.21978
1649,37,0.01099,0.05495,0.10989,0.21978
1650,37,0.01099,0.05495,0.10989,0.21978
1651,37,0.01099,0.05495,0.10989,0.21978
1652,37,0.01099,0.05495,0.10989,0.21978
1653,37,0.01099,0.05495,0.10989,0.21978
1654,37,0.01099,0.05495,0.10989,0.21978
1655,37,0.01099,0.05495,0.10989,0.21978
1656,37,0.01099,0.05495,0.10989,0.21978
1657,37,0.01099,0.05495,0.10989,0.21978
1658,37,0.01099,0.05495,0.10989,0.21978
1659,37,0.01099,0.05495,0.10989,0.21978
1660,37,0.01099,0.05495,0.10989,0.21978
1661,37,0.01099,0.05495,0.10989,0.21978
1662,37,0.01099,0.05495,0.10989,0.21978
1663,37,0.01099,0.05495,0.10989,0.21978
1664,37,0.01099,0.05495,0.10989,0.21978
1665,37,0.01099,0.05495,0.10989,0.21978
1666,37,0.01099,0.05495,0.10989,0.21978
1667,37,0.01099,0.05495,0.10989,0.21978
1668,37,0.01099,0.05495,0.10989,0.21978
1669,37,0.01099,0.05495,0.10989,0.21978
1670,37,0.01099,0.05495,0.10989,0.21978
1671,37,0.01099,0.05495,0.10989,0.21978
1672,37,0.01099,0.05495,0.10989,0.21978
1673,37,0.01099,0.05495,0.10989,0.21978
1674,37,0.01099,0.05495,0.10989,0.21978
1675,37,0.01099,0.05495,0.10989,0.21978
1676,37,0.01099,0.05495,0.10989,0.21978
1677,37,0.01099,0.05495,0.10989,0.21978
1678,37,0.01099,0.05495,0.10989,0.21978
1679,37,0.01099,0.05495,0.10989,0.21978
1680,37,0.01099,0.05495,0.10989,0.21978
1681,37,0.01099,0.05495,0.10989,0.21978
1682,37,0.01099,0.05495,0.10989,0.21978
1683,37,0.01099,0.05495,0.10989,0.21978
1684,37,0.01099,0.05495,0.10989,0.21978
1685,37,0.01099,0.05495,0.10989,0.21978
1686,37,0.01099,0.05495,0.10989,0.21978
1687,37,0.01099,0.05495,0.10989,0.21978
1688,37,0.01099,0.05495,0.10989,0.21978
1689,37,0.01099,0.05495,0.10989,0.21978
1690,37,0.01099,0.05495,0.10989,0.21978
1691,37,0.01099,0.05495,0.10989,0.21978
1692,37,0.01099,0.05495,0.10989,0.21978
1693,37,0.01099,0.05495,0.10989,0.21978
1694,37,0.01099,0.05495,0.10989,0.21978
1695,37,0.01099,0.05495,0.10989,0.21978
1696,37,0.01099,0.05495,0.10989,0.21978
1697,37,0.01099,0.05495,0.10989,0.21978
1698,37,0.01099,0.05495,0.10989,0.21978
1699,37,0.01099,0.05495,0.10989,0.21978
1700,37,0.01099,0.05495,0.10989,0.21978
1701,37,0.01099,0.05495,0.10989,0.21978
1702,37,0.01099,0.05495,0.10989,0.21978
1703,37,0.01099,0.05495,0.10989,0.21978
1704,37,0.01099,0.05495,0.10989,0.21978
1705,37,0.01099,0.05495,0.10989,0.21978
1706,37,0.01099,0.05495,0.10989,0.21978
1707,37,0.01099,0.05495,0.10989,0.21978
1708,37,0.01099,0.05495,0.10989,0.21978
1709,37,0.01099,0.05495,0.10989,0.21978
1710,37,0.01099,0.05495,0.10989,0.21978
1711,37,0.01099,0.05495,0.10989,0.21978
1712,37,0.01099,0.05495,0.10989,0.21978
1713,37,0.01099,0.05495,0.10989,0.21978
1714,37,0.01099,0.05495,0.10989,0.21978
1715,37,0.01099,0.05495,0.10989,0.21978
1716,37,0.01099,0.05495,0.10989,0.21978
1717,37,0.01099,0.05495,0.10989,0.21978
1718,37,0.01099,0.05495,0.10989,0.21978
1719,37,0.01099,0.05495,0.10989,0.21978
1720,37,0.01099,0.05495,0.10989,0.21978
1721,37,0.01099,0.05495,0.10989,0.21978
1722,37,0.01099,0.05495,0.10989,0.21978
1723,37,0.01099,0.05495,0.10989,0.21978
1724,37,0.01099,0.05495,0.10989,0.21978
1725,37,0.01099,0.05495,0.10989,0.21978
1726,37,0.01099,0.05495,0.10989,0.21978
1727,37,0.01099,0.05495,0.10989,0.21978
1728,37,0.01099,0.05495,0.10989,0.21978
1729,37,0.01099,0.05495,0.10989,0.21978
1730,37,0.01099,0.05495,0.10989,0.21978
1731,37,0.01099,0.05495,0.10989,0.21978
1732,38,0.02326,0.11628,0.23256,0.46512
1733,38,0.02326,0.11628,0.23256,0.46512
1734,38,0.02326,0.11628,0.23256,0.39535
1735,38,0.0,0.09302,0.16279,0.2093
1736,38,0.02326,0.11628,0.23256,0.44186
1737,38,0.0,0.02326,0.09302,0.18605
1738,38,0.02326,0.11628,0.23256,0.46512
1739,38,0.02326,0.11628,0.2093,0.39535
1740,38,0.02326,0.11628,0.23256,0.46512
1741,38,0.02326,0.11628,0.23256,0.46512
1742,38,0.02326,0.11628,0.23256,0.46512
1743,38,0.02326,0.11628,0.23256,0.46512
1744,38,0.02326,0.09302,0.2093,0.4186
1745,38,0.02326,0.11628,0.23256,0.39535
1746,38,0.02326,0.11628,0.23256,0.46512
1747,38,0.02326,0.11628,0.23256,0.46512
1748,38,0.02326,0.11628,0.23256,0.44186
1749,38,0.02326,0.11628,0.18605,0.37209
1750,38,0.02326,0.11628,0.23256,0.46512
1751,38,0.02326,0.11628,0.23256,0.44186
1752,38,0.02326,0.11628,0.23256,0.46512
1753,38,0.02326,0.11628,0.23256,0.46512
1754,38,0.02326,0.11628,0.23256,0.34884
1755,38,0.02326,0.11628,0.23256,0.46512
1756,38,0.02326,0.11628,0.23256,0.46512
1757,38,0.02326,0.09302,0.2093,0.44186
1758,38,0.02326,0.06977,0.13953,0.25581
1759,38,0.02326,0.11628,0.23256,0.46512
1760,38,0.02326,0.09302,0.16279,0.27907
1761,38,0.02326,0.11628,0.23256,0.46512
1762,38,0.02326,0.11628,0.23256,0.46512
1763,38,0.02326,0.11628,0.23256,0.46512
1764,38,0.02326,0.11628,0.23256,0.46512
1765,38,0.02326,0.11628,0.23256,0.46512
1766,38,0.02326,0.11628,0.23256,0.46512
1767,38,0.02326,0.11628,0.23256,0.4186
1768,38,0.02326,0.11628,0.23256,0.46512
1769,38,0.02326,0.11628,0.2093,0.44186
1770,38,0.02326,0.11628,0.23256,0.46512
1771,38,0.02326,0.11628,0.23256,0.37209
1772,38,0.02326,0.11628,0.23256,0.46512
1773,38,0.02326,0.11628,0.23256,0.46512
1774,38,0.02326,0.11628,0.23256,0.46512
1775,38,0.02326,0.11628,0.23256,0.46512
1776,39,0.03125,0.15625,0.28125,0.53125
1777,39,0.03125,0.15625,0.3125,0.5625
1778,39,0.03125,0.15625,0.3125,0.59375
1779,39,0.03125,0.15625,0.3125,0.625
1780,39,0.03125,0.15625,0.3125,0.625
1781,39,0.03125,0.15625,0.3125,0.59375
1782,39,0.03125,0.15625,0.25,0.28125
1783,39,0.03125,0.15625,0.3125,0.53125
1784,39,0.03125,0.09375,0.1875,0.34375
1785,39,0.03125,0.15625,0.3125,0.5625
1786,39,0.03125,0.15625,0.3125,0.53125
1787,39,0.03125,0.15625,0.3125,0.625
1788,39,0.03125,0.15625,0.3125,0.59375
1789,39,0.03125,0.15625,0.3125,0.46875
1790,39,0.03125,0.15625,0.3125,0.53125
1791,39,0.03125,0.15625,0.3125,0.625
1792,39,0.03125,0.15625,0.3125,0.5625
1793,39,0.03125,0.15625,0.3125,0.59375
1794,39,0.03125,0.15625,0.3125,0.59375
1795,39,0.03125,0.15625,0.3125,0.59375
1796,39,0.03125,0.0625,0.125,0.15625
1797,39,0.0,0.0625,0.125,0.21875
1798,39,0.03125,0.15625,0.3125,0.5
1799,39,0.03125,0.15625,0.28125,0.46875
1800,39,0.03125,0.15625,0.3125,0.59375
1801,39,0.03125,0.15625,0.3125,0.625
1802,39,0.03125,0.15625,0.25,0.375
1803,39,0.03125,0.15625,0.28125,0.3125
1804,39,0.03125,0.0625,0.0625,0.125
1805,39,0.0,0.0,0.03125,0.1875
1806,39,0.03125,0.15625,0.3125,0.625
1807,39,0.03125,0.15625,0.3125,0.59375
1808,39,0.03125,0.15625,0.3125,0.59375
1809,40,0.01887,0.09434,0.18868,0.37736
1810,40,0.01887,0.09434,0.18868,0.37736
1811,40,0.01887,0.09434,0.18868,0.37736
1812,40,0.01887,0.09434,0.18868,0.37736
